                  国证2000 (399303)
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	   MA.MA5   	   MA.MA6   	   MA.MA7   	   MA.MA8   	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	市盈率.      	市盈率.      	市盈率.PE百分比	
 2010/01/04	 3348.72	 3366.95	 3327.31	 3349.45	       19144872	           	           	           	           	           	           	           	           	           	          0	   19144872	           	           	       0.00	           	           	
 2010/01/05	 3357.22	 3392.15	 3327.63	 3392.15	       21800540	           	           	           	           	           	           	           	           	           	          0	   21800540	           	           	       0.00	           	           	
 2010/01/06	 3381.82	 3417.82	 3378.92	 3382.60	       22240316	           	           	           	           	           	           	           	           	           	          0	   22240316	           	           	       0.00	           	           	
 2010/01/07	 3373.49	 3385.02	 3298.46	 3312.97	       21951872	           	           	           	           	           	           	           	           	           	          0	   21951872	           	           	       0.00	           	           	
 2010/01/08	 3291.05	 3354.59	 3287.14	 3354.59	       17006404	    3358.35	           	           	           	           	           	           	           	           	          0	   17006404	   20428802	           	       0.00	           	           	
 2010/01/11	 3369.20	 3389.39	 3340.96	 3388.69	       20973832	    3366.20	           	           	           	           	           	           	           	           	          0	   20973832	   20794592	           	       0.00	           	           	
 2010/01/12	 3384.41	 3463.85	 3384.01	 3463.85	       24789874	    3380.54	           	           	           	           	           	           	           	           	          0	   24789874	   21392460	           	       0.00	           	           	
 2010/01/13	 3388.17	 3474.25	 3388.17	 3438.37	       24508420	    3391.69	           	           	           	           	           	           	           	           	          0	   24508420	   21846080	           	       0.00	           	           	
 2010/01/14	 3456.35	 3534.41	 3449.42	 3534.41	       26426628	    3435.98	           	           	           	           	           	           	           	           	          0	   26426628	   22741030	           	       0.00	           	           	
 2010/01/15	 3543.49	 3566.94	 3536.04	 3566.79	       25687054	    3478.42	    3418.39	           	           	           	           	           	           	           	          0	   25687054	   24477160	   22452982	       0.00	           	           	
 2010/01/18	 3562.13	 3623.21	 3560.64	 3623.21	       25283676	    3525.33	    3445.76	           	           	           	           	           	           	           	          0	   25283676	   25339130	   23066860	       0.00	           	           	
 2010/01/19	 3626.04	 3636.35	 3585.90	 3624.55	       26417552	    3557.47	    3469.00	           	           	           	           	           	           	           	          0	   26417552	   25664666	   23528564	       0.00	           	           	
 2010/01/20	 3626.10	 3626.10	 3482.02	 3491.01	       29501154	    3567.99	    3479.84	           	           	           	           	           	           	           	          0	   29501154	   26663212	   24254646	       0.00	           	           	
 2010/01/21	 3500.22	 3535.27	 3466.18	 3518.40	       20537896	    3564.79	    3500.39	           	           	           	           	           	           	           	          0	   20537896	   25485466	   24113248	       0.00	           	           	
 2010/01/22	 3459.41	 3488.39	 3361.47	 3425.39	       22530124	    3536.51	    3507.47	           	           	           	           	           	           	           	          0	   22530124	   24854080	   24665620	       0.00	           	           	
 2010/01/25	 3392.14	 3429.37	 3372.55	 3374.94	       14954857	    3486.86	    3506.09	           	           	           	           	           	           	           	          0	   14954857	   22788316	   24063724	       0.00	           	           	
 2010/01/26	 3382.90	 3388.78	 3203.40	 3236.14	       16444748	    3409.18	    3483.32	           	           	           	           	           	           	           	          0	   16444748	   20793756	   23229210	       0.00	           	           	
 2010/01/27	 3240.17	 3272.72	 3180.13	 3217.05	       13053934	    3354.38	    3461.19	           	           	           	           	           	           	           	          0	   13053934	   17504312	   22083762	       0.00	           	           	
 2010/01/28	 3214.18	 3261.89	 3199.88	 3256.71	       12618291	    3302.05	    3433.42	           	           	           	           	           	           	           	          0	   12618291	   15920390	   20702930	       0.00	           	           	
 2010/01/29	 3235.24	 3326.33	 3233.65	 3301.98	       15844980	    3277.36	    3406.94	    3412.66	           	           	           	           	           	           	          0	   15844980	   14583363	   19718724	       0.00	           	           	
 2010/02/01	 3292.20	 3296.57	 3220.87	 3261.37	       15220599	    3254.65	    3370.75	    3408.26	           	           	           	           	           	           	          0	   15220599	   14636512	   18712414	       0.00	           	           	
 2010/02/02	 3281.71	 3301.19	 3236.14	 3238.27	       14597782	    3255.08	    3332.13	    3400.56	           	           	           	           	           	           	          0	   14597782	   14267117	   17530436	       0.00	           	           	
 2010/02/03	 3246.87	 3281.03	 3132.27	 3281.03	       17734176	    3267.87	    3311.13	    3395.49	           	           	           	           	           	           	          0	   17734176	   15203165	   16353738	       0.00	           	           	
 2010/02/04	 3256.83	 3344.02	 3250.08	 3321.31	       18061414	    3280.79	    3291.42	    3395.90	           	           	           	           	           	           	          0	   18061414	   16291792	   16106093	       0.00	           	           	
 2010/02/05	 3239.21	 3299.21	 3228.99	 3255.30	       19728132	    3271.46	    3274.41	    3390.94	           	           	           	           	           	           	          0	   19728132	   17068420	   15825893	       0.00	           	           	
 2010/02/08	 3244.48	 3266.34	 3235.56	 3254.11	       13510199	    3270.00	    3262.33	    3384.21	           	           	           	           	           	           	          0	   13510199	   16726341	   15681426	       0.00	           	           	
 2010/02/09	 3241.41	 3265.96	 3229.07	 3250.27	       11185808	    3272.40	    3263.74	    3373.53	           	           	           	           	           	           	          0	   11185808	   16043946	   15155531	       0.00	           	           	
 2010/02/10	 3273.47	 3296.12	 3261.25	 3296.12	       10835542	    3275.42	    3271.65	    3366.42	           	           	           	           	           	           	          0	   10835542	   14664219	   14933693	       0.00	           	           	
 2010/02/11	 3295.79	 3300.50	 3275.91	 3278.95	        9517268	    3266.95	    3273.87	    3353.65	           	           	           	           	           	           	          0	    9517268	   12955390	   14623590	       0.00	           	           	
 2010/02/12	 3289.34	 3326.17	 3286.06	 3323.89	       10792344	    3280.67	    3276.06	    3341.50	           	           	           	           	           	           	          0	   10792344	   11168232	   14118326	       0.00	           	           	
 2010/02/22	 3311.68	 3355.11	 3309.34	 3334.37	       13297268	    3296.72	    3283.36	    3327.06	           	           	           	           	           	           	          0	   13297268	   11125646	   13925994	       0.00	           	           	
 2010/02/23	 3327.56	 3375.91	 3291.13	 3375.91	       17105152	    3321.85	    3297.13	    3314.63	           	           	           	           	           	           	          0	   17105152	   12309515	   14176730	       0.00	           	           	
 2010/02/24	 3351.72	 3456.97	 3350.77	 3456.97	       19778360	    3354.02	    3314.72	    3312.92	           	           	           	           	           	           	          0	   19778360	   14098078	   14381149	       0.00	           	           	
 2010/02/25	 3467.20	 3522.27	 3464.91	 3522.20	       24487968	    3402.67	    3334.81	    3313.11	           	           	           	           	           	           	          0	   24487968	   17092220	   15023805	       0.00	           	           	
 2010/02/26	 3502.06	 3540.62	 3498.17	 3528.38	       23191036	    3443.57	    3362.12	    3318.26	           	           	           	           	           	           	          0	   23191036	   19571956	   15370094	       0.00	           	           	
 2010/03/01	 3531.32	 3578.40	 3531.32	 3576.54	       24452606	    3492.00	    3394.36	    3328.34	           	           	           	           	           	           	          0	   24452606	   21803024	   16464334	       0.00	           	           	
 2010/03/02	 3579.76	 3592.77	 3555.11	 3592.77	       24460718	    3535.37	    3428.61	    3346.18	           	           	           	           	           	           	          0	   24460718	   23274138	   17791824	       0.00	           	           	
 2010/03/03	 3591.00	 3638.17	 3586.58	 3637.61	       25486814	    3571.50	    3462.76	    3367.20	           	           	           	           	           	           	          0	   25486814	   24415828	   19256952	       0.00	           	           	
 2010/03/04	 3642.74	 3657.20	 3495.44	 3508.08	       28259400	    3568.68	    3485.67	    3379.77	           	           	           	           	           	           	          0	   28259400	   25170116	   21131164	       0.00	           	           	
 2010/03/05	 3523.26	 3533.74	 3470.60	 3516.35	       18201870	    3566.27	    3504.92	    3390.49	           	           	           	           	           	           	          0	   18201870	   24172284	   21872120	       0.00	           	           	
 2010/03/08	 3530.52	 3567.94	 3520.62	 3562.31	       17131824	    3563.42	    3527.71	    3405.54	           	           	           	           	           	           	          0	   17131824	   22708126	   22255574	       0.00	           	           	
 2010/03/09	 3557.63	 3568.08	 3524.83	 3559.54	       18367096	    3556.78	    3546.07	    3421.60	           	           	           	           	           	           	          0	   18367096	   21489402	   22381770	       0.00	           	           	
 2010/03/10	 3555.66	 3570.26	 3496.70	 3524.99	       17937126	    3534.25	    3552.88	    3433.80	           	           	           	           	           	           	          0	   17937126	   19979464	   22197646	       0.00	           	           	
 2010/03/11	 3522.47	 3532.49	 3470.05	 3508.03	       16027537	    3534.24	    3551.46	    3443.13	           	           	           	           	           	           	          0	   16027537	   17533092	   21351604	       0.00	           	           	
 2010/03/12	 3508.26	 3513.76	 3453.78	 3457.21	       15648625	    3522.42	    3544.34	    3453.23	           	           	           	           	           	           	          0	   15648625	   17022442	   20597362	       0.00	           	           	
 2010/03/15	 3450.83	 3457.08	 3409.50	 3430.65	       13057286	    3496.08	    3529.75	    3462.06	           	           	           	           	           	           	          0	   13057286	   16207534	   19457830	       0.00	           	           	
 2010/03/16	 3432.59	 3472.63	 3423.52	 3472.63	       13585021	    3478.70	    3517.74	    3473.18	           	           	           	           	           	           	          0	   13585021	   15251118	   18370260	       0.00	           	           	
 2010/03/17	 3481.25	 3563.81	 3477.43	 3563.81	       18439836	    3486.47	    3510.36	    3486.56	           	           	           	           	           	           	          0	   18439836	   15351661	   17665562	       0.00	           	           	
 2010/03/18	 3570.80	 3590.25	 3561.25	 3580.01	       20048774	    3500.86	    3517.55	    3501.61	           	           	           	           	           	           	          0	   20048774	   16155907	   16844500	       0.00	           	           	
 2010/03/19	 3581.32	 3608.81	 3570.44	 3606.50	       19318728	    3530.72	    3526.57	    3515.74	           	           	           	           	           	           	          0	   19318728	   16889930	   16956186	       0.00	           	           	
 2010/03/22	 3611.32	 3642.24	 3604.66	 3640.13	       21114992	    3572.62	    3534.35	    3531.03	           	           	           	           	           	           	          0	   21114992	   18501472	   17354502	       0.00	           	           	
 2010/03/23	 3639.06	 3646.18	 3610.99	 3629.85	       20896130	    3604.06	    3541.38	    3543.73	           	           	           	           	           	           	          0	   20896130	   19963692	   17607406	       0.00	           	           	
 2010/03/24	 3635.82	 3662.80	 3632.66	 3657.74	       20467458	    3622.85	    3554.66	    3553.77	           	           	           	           	           	           	          0	   20467458	   20369218	   17860438	       0.00	           	           	
 2010/03/25	 3642.61	 3645.55	 3609.58	 3615.01	       20841376	    3629.85	    3565.35	    3558.41	           	           	           	           	           	           	          0	   20841376	   20527736	   18341822	       0.00	           	           	
 2010/03/26	 3604.60	 3659.54	 3601.20	 3658.77	       18952964	    3640.30	    3585.51	    3564.93	           	           	           	           	           	           	          0	   18952964	   20454584	   18672256	       0.00	           	           	
 2010/03/29	 3672.29	 3675.35	 3636.69	 3671.20	       19499036	    3646.51	    3609.56	    3569.66	           	           	           	           	           	           	          0	   19499036	   20131392	   19316432	       0.00	           	           	
 2010/03/30	 3667.26	 3700.62	 3662.01	 3698.17	       20059228	    3660.18	    3632.12	    3574.93	           	           	           	           	           	           	          0	   20059228	   19964012	   19963852	       0.00	           	           	
 2010/03/31	 3695.26	 3726.08	 3688.80	 3726.08	       21612064	    3673.85	    3648.35	    3579.35	           	           	           	           	           	           	          0	   21612064	   20192934	   20281076	       0.00	           	           	
 2010/04/01	 3729.77	 3787.65	 3729.77	 3784.77	       25519368	    3707.80	    3668.82	    3593.19	           	           	           	           	           	           	          0	   25519368	   21128532	   20828134	       0.00	           	           	
 2010/04/02	 3785.12	 3796.60	 3770.78	 3794.95	       22682856	    3735.03	    3687.67	    3607.12	    3470.09	           	           	           	           	           	          0	   22682856	   21874512	   21164548	       0.00	           	           	
 2010/04/06	 3806.38	 3807.06	 3775.89	 3805.42	       21632006	    3761.88	    3704.20	    3619.27	    3477.69	           	           	           	           	           	          0	   21632006	   22301104	   21216248	       0.00	           	           	
 2010/04/07	 3797.36	 3825.43	 3785.42	 3825.43	       20173576	    3787.33	    3723.75	    3632.57	    3484.91	           	           	           	           	           	          0	   20173576	   22323974	   21143994	       0.00	           	           	
 2010/04/08	 3816.67	 3849.48	 3813.62	 3837.47	       23485888	    3809.61	    3741.73	    3648.19	    3492.49	           	           	           	           	           	          0	   23485888	   22698740	   21445836	       0.00	           	           	
 2010/04/09	 3838.87	 3902.26	 3838.87	 3902.26	       24497688	    3833.11	    3770.45	    3667.90	    3502.31	           	           	           	           	           	          0	   24497688	   22494404	   21811468	       0.00	           	           	
 2010/04/12	 3914.59	 3953.67	 3913.82	 3953.67	       29337484	    3864.85	    3799.94	    3692.73	    3512.30	           	           	           	           	           	          0	   29337484	   23825328	   22849920	       0.00	           	           	
 2010/04/13	 3952.75	 3960.01	 3754.43	 3860.97	       29750652	    3875.96	    3818.92	    3714.24	    3520.17	           	           	           	           	           	          0	   29750652	   25449058	   23875082	       0.00	           	           	
 2010/04/14	 3843.65	 3904.42	 3836.41	 3904.42	       21200720	    3891.76	    3839.54	    3735.83	    3527.51	           	           	           	           	           	          0	   21200720	   25654486	   23989228	       0.00	           	           	
 2010/04/15	 3902.49	 3912.91	 3826.81	 3856.23	       22336910	    3895.51	    3852.56	    3750.45	    3534.48	           	           	           	           	           	          0	   22336910	   25424692	   24061712	       0.00	           	           	
 2010/04/16	 3830.29	 3875.81	 3809.50	 3847.74	       16044314	    3884.61	    3858.86	    3763.84	    3539.70	           	           	           	           	           	          0	   16044314	   23734016	   23114208	       0.00	           	           	
 2010/04/19	 3792.08	 3833.21	 3696.58	 3697.00	       20333660	    3833.27	    3849.06	    3768.36	    3541.87	           	           	           	           	           	          0	   20333660	   21933252	   22879290	       0.00	           	           	
 2010/04/20	 3700.87	 3738.27	 3625.47	 3738.27	       18281092	    3808.73	    3842.35	    3773.27	    3543.79	           	           	           	           	           	          0	   18281092	   19639340	   22544198	       0.00	           	           	
 2010/04/21	 3738.89	 3857.25	 3737.65	 3856.51	       22666636	    3799.15	    3845.45	    3784.60	    3547.65	           	           	           	           	           	          0	   22666636	   19932524	   22793504	       0.00	           	           	
 2010/04/22	 3833.66	 3906.48	 3823.49	 3877.48	       23183336	    3803.40	    3849.46	    3795.59	    3554.09	           	           	           	           	           	          0	   23183336	   20101806	   22763248	       0.00	           	           	
 2010/04/23	 3867.37	 3902.63	 3824.02	 3839.95	       21571868	    3801.84	    3843.22	    3806.84	    3559.45	           	           	           	           	           	          0	   21571868	   21207318	   22470668	       0.00	           	           	
 2010/04/26	 3842.80	 3855.41	 3814.11	 3837.50	       18615362	    3829.94	    3831.61	    3815.77	    3566.32	           	           	           	           	           	          0	   18615362	   20863658	   21398456	       0.00	           	           	
 2010/04/27	 3813.16	 3814.95	 3663.87	 3735.35	       20564762	    3829.36	    3819.04	    3818.98	    3572.33	           	           	           	           	           	          0	   20564762	   21320394	   20479868	       0.00	           	           	
 2010/04/28	 3672.72	 3749.08	 3670.14	 3708.09	       16556302	    3799.67	    3799.41	    3819.48	    3580.19	           	           	           	           	           	          0	   16556302	   20098324	   20015424	       0.00	           	           	
 2010/04/29	 3726.21	 3730.95	 3591.70	 3591.70	       18353312	    3742.52	    3772.96	    3812.76	    3586.44	           	           	           	           	           	          0	   18353312	   19132320	   19617064	       0.00	           	           	
 2010/04/30	 3569.36	 3572.76	 3396.11	 3457.03	       16387861	    3665.93	    3733.89	    3796.37	    3589.78	           	           	           	           	           	          0	   16387861	   18095518	   19651420	       0.00	           	           	
 2010/05/04	 3365.73	 3481.56	 3365.73	 3452.88	       11588493	    3589.01	    3709.48	    3779.27	    3592.29	           	           	           	           	           	          0	   11588493	   16690146	   18776900	       0.00	           	           	
 2010/05/05	 3413.77	 3573.25	 3413.77	 3573.25	       14550637	    3556.59	    3692.97	    3767.66	    3597.49	           	           	           	           	           	          0	   14550637	   15487322	   18403858	       0.00	           	           	
 2010/05/06	 3560.75	 3592.32	 3483.10	 3483.67	       16194556	    3511.71	    3655.69	    3750.57	    3601.58	           	           	           	           	           	          0	   16194556	   15414971	   17756650	       0.00	           	           	
 2010/05/07	 3380.82	 3492.57	 3380.82	 3428.92	       15047161	    3479.15	    3610.83	    3730.14	    3604.05	           	           	           	           	           	          0	   15047161	   14753741	   16943032	       0.00	           	           	
 2010/05/10	 3445.98	 3455.68	 3282.85	 3359.94	       14714885	    3459.73	    3562.83	    3703.03	    3604.69	           	           	           	           	           	          0	   14714885	   14419146	   16257333	       0.00	           	           	
 2010/05/11	 3433.72	 3433.72	 3248.79	 3259.57	       14304438	    3421.07	    3505.04	    3668.32	    3604.76	           	           	           	           	           	          0	   14304438	   14962336	   15826242	       0.00	           	           	
 2010/05/12	 3207.44	 3258.00	 3120.16	 3157.03	       13693330	    3337.83	    3447.21	    3633.13	    3603.14	           	           	           	           	           	          0	   13693330	   14790874	   15139099	       0.00	           	           	
 2010/05/13	 3155.39	 3240.30	 3086.80	 3240.30	       14567126	    3289.15	    3400.43	    3599.92	    3602.98	           	           	           	           	           	          0	   14567126	   14465389	   14940182	       0.00	           	           	
 2010/05/14	 3197.08	 3283.50	 3196.98	 3262.57	       13220711	    3255.88	    3367.52	    3570.24	    3602.42	           	           	           	           	           	          0	   13220711	   14100099	   14426920	       0.00	           	           	
 2010/05/17	 3199.95	 3217.41	 3054.61	 3054.61	       13656449	    3194.82	    3327.27	    3530.58	    3598.68	           	           	           	           	           	          0	   13656449	   13888411	   14153779	       0.00	           	           	
 2010/05/18	 3049.36	 3094.29	 2965.65	 3084.07	       14412074	    3159.72	    3290.39	    3499.93	    3594.68	           	           	           	           	           	          0	   14412074	   13909938	   14436138	       0.00	           	           	
 2010/05/19	 3052.34	 3136.66	 3035.49	 3096.38	       13834184	    3147.59	    3242.71	    3467.84	    3590.71	           	           	           	           	           	          0	   13834184	   13938109	   14364491	       0.00	           	           	
 2010/05/20	 3057.67	 3129.93	 3032.66	 3038.92	       12053657	    3107.31	    3198.23	    3426.96	    3585.10	           	           	           	           	           	          0	   12053657	   13435414	   13950402	       0.00	           	           	
 2010/05/21	 2931.08	 3099.44	 2931.08	 3099.44	       14447745	    3074.68	    3165.28	    3388.06	    3579.14	           	           	           	           	           	          0	   14447745	   13680821	   13890459	       0.00	           	           	
 2010/05/24	 3138.35	 3249.32	 3138.08	 3242.45	       19924880	    3112.25	    3153.53	    3358.18	    3574.48	           	           	           	           	           	          0	   19924880	   14934507	   14411459	       0.00	           	           	
 2010/05/25	 3206.74	 3257.99	 3196.58	 3234.43	       18039840	    3142.32	    3151.02	    3328.03	    3569.58	           	           	           	           	           	          0	   18039840	   15660061	   14785000	       0.00	           	           	
 2010/05/26	 3228.20	 3259.96	 3210.96	 3243.28	       14146737	    3171.70	    3159.65	    3303.43	    3564.02	           	           	           	           	           	          0	   14146737	   15722571	   14830339	       0.00	           	           	
 2010/05/27	 3225.42	 3312.67	 3199.16	 3305.86	       16970840	    3225.09	    3166.20	    3283.32	    3559.24	           	           	           	           	           	          0	   16970840	   16706008	   15070710	       0.00	           	           	
 2010/05/28	 3337.70	 3341.13	 3296.65	 3323.48	       17585932	    3269.90	    3172.29	    3269.90	    3554.01	           	           	           	           	           	          0	   17585932	   17333644	   15507234	       0.00	           	           	
 2010/05/31	 3300.42	 3343.53	 3231.18	 3231.18	       16239790	    3267.65	    3189.95	    3258.61	    3549.39	           	           	           	           	           	          0	   16239790	   16596627	   15765568	       0.00	           	           	
 2010/06/01	 3188.91	 3224.67	 3099.46	 3173.12	       15347353	    3255.38	    3198.85	    3244.62	    3543.67	           	           	           	           	           	          0	   15347353	   16058131	   15859098	       0.00	           	           	
 2010/06/02	 3150.70	 3228.92	 3126.55	 3228.92	       12813118	    3252.51	    3212.11	    3227.41	    3538.11	           	           	           	           	           	          0	   12813118	   15791408	   15756990	       0.00	           	           	
 2010/06/03	 3249.06	 3283.44	 3211.51	 3212.12	       15000653	    3233.76	    3229.43	    3213.83	    3532.32	           	           	           	           	           	          0	   15000653	   15397370	   16051690	       0.00	           	           	
 2010/06/04	 3180.05	 3239.73	 3179.51	 3236.26	       11459297	    3216.32	    3243.11	    3204.20	    3527.51	           	           	           	           	           	          0	   11459297	   14172042	   15752843	       0.00	           	           	
 2010/06/07	 3153.29	 3245.43	 3153.29	 3237.76	       13070484	    3217.64	    3242.64	    3198.09	    3523.01	           	           	           	           	           	          0	   13070484	   13538181	   15067405	       0.00	           	           	
 2010/06/08	 3242.36	 3285.31	 3234.68	 3285.31	       15020872	    3240.07	    3247.73	    3199.37	    3520.14	           	           	           	           	           	          0	   15020872	   13472885	   14765509	       0.00	           	           	
 2010/06/09	 3305.92	 3364.48	 3293.54	 3364.48	       19520388	    3267.19	    3259.85	    3209.75	    3519.04	           	           	           	           	           	          0	   19520388	   14814339	   15302874	       0.00	           	           	
 2010/06/10	 3339.58	 3405.74	 3339.58	 3382.11	       17526672	    3301.18	    3267.47	    3216.84	    3517.53	           	           	           	           	           	          0	   17526672	   15319542	   15358456	       0.00	           	           	
 2010/06/11	 3403.75	 3403.75	 3362.00	 3363.94	       14232735	    3326.72	    3271.52	    3221.91	    3514.20	           	           	           	           	           	          0	   14232735	   15874230	   15023136	       0.00	           	           	
 2010/06/17	 3393.45	 3393.45	 3329.14	 3329.98	       12488026	    3345.16	    3281.40	    3235.67	    3510.03	           	           	           	           	           	          0	   12488026	   15757738	   14647960	       0.00	           	           	
 2010/06/18	 3317.17	 3317.78	 3158.36	 3177.67	       14505786	    3323.64	    3281.85	    3240.35	    3502.88	           	           	           	           	           	          0	   14505786	   15654722	   14563803	       0.00	           	           	
 2010/06/21	 3171.02	 3262.71	 3131.39	 3262.71	       12782437	    3303.28	    3285.23	    3248.67	    3496.59	           	           	           	           	           	          0	   12782437	   14307131	   14560736	       0.00	           	           	
 2010/06/22	 3253.83	 3309.11	 3253.43	 3298.30	       12748723	    3286.52	    3293.85	    3261.64	    3491.07	           	           	           	           	           	          0	   12748723	   13351541	   14335542	       0.00	           	           	
 2010/06/23	 3273.24	 3319.94	 3247.10	 3294.51	       13472927	    3272.63	    3299.68	    3271.39	    3485.02	           	           	           	           	           	          0	   13472927	   13199579	   14536906	       0.00	           	           	
 2010/06/24	 3291.54	 3313.79	 3275.79	 3299.65	       11424057	    3266.57	    3305.87	    3274.25	    3479.76	           	           	           	           	           	          0	   11424057	   12986786	   14372262	       0.00	           	           	
 2010/06/25	 3275.28	 3285.10	 3214.97	 3245.65	       11308780	    3280.16	    3301.90	    3274.81	    3472.87	           	           	           	           	           	          0	   11308780	   12347385	   14001053	       0.00	           	           	
 2010/06/28	 3236.34	 3247.99	 3174.58	 3186.55	        9720913	    3264.93	    3284.11	    3271.98	    3464.80	           	           	           	           	           	          0	    9720913	   11735080	   13021106	       0.00	           	           	
 2010/06/29	 3188.13	 3194.38	 2997.90	 2998.16	       14256701	    3204.90	    3245.71	    3256.59	    3453.13	           	           	           	           	           	          0	   14256701	   12036675	   12694108	       0.00	           	           	
 2010/06/30	 2952.53	 2960.68	 2893.67	 2937.55	       10888509	    3133.51	    3203.07	    3237.30	    3439.99	           	           	           	           	           	          0	   10888509	   11519792	   12359686	       0.00	           	           	
 2010/07/01	 2931.80	 2957.50	 2900.68	 2905.50	       13962188	    3054.68	    3160.63	    3221.01	    3425.33	           	           	           	           	           	          0	   13962188	   12027418	   12507102	       0.00	           	           	
 2010/07/02	 2899.06	 2902.69	 2752.58	 2878.48	       17575952	    2981.25	    3130.71	    3206.28	    3410.06	           	           	           	           	           	          0	   17575952	   13280852	   12814118	       0.00	           	           	
 2010/07/05	 2824.36	 2879.23	 2807.24	 2859.31	       13295831	    2915.80	    3090.37	    3187.80	    3394.29	           	           	           	           	           	          0	   13295831	   13995837	   12865458	       0.00	           	           	
 2010/07/06	 2853.36	 2940.93	 2852.76	 2940.93	       16056402	    2904.35	    3054.63	    3174.24	    3379.55	           	           	           	           	           	          0	   16056402	   14355776	   13196226	       0.00	           	           	
 2010/07/07	 2947.86	 2985.34	 2933.86	 2985.34	       16529160	    2913.91	    3023.71	    3161.69	    3365.35	           	           	           	           	           	          0	   16529160	   15483907	   13501851	       0.00	           	           	
 2010/07/08	 2997.31	 3001.83	 2946.94	 2979.45	       16183009	    2928.70	    2991.69	    3148.78	    3349.97	           	           	           	           	           	          0	   16183009	   15928070	   13977746	       0.00	           	           	
 2010/07/09	 2980.84	 3069.72	 2958.50	 3059.22	       20364504	    2964.85	    2973.05	    3137.47	    3335.06	           	           	           	           	           	          0	   20364504	   16485781	   14883317	       0.00	           	           	
 2010/07/12	 3057.30	 3100.03	 3053.36	 3095.65	       20232184	    3012.12	    2963.96	    3124.03	    3322.30	           	           	           	           	           	          0	   20232184	   17873052	   15934445	       0.00	           	           	
 2010/07/13	 3054.07	 3073.69	 3023.52	 3059.05	       18766984	    3035.74	    2970.05	    3107.88	    3308.21	           	           	           	           	           	          0	   18766984	   18415168	   16385474	       0.00	           	           	
 2010/07/14	 3067.79	 3113.04	 3067.79	 3085.20	       18568574	    3055.71	    2984.81	    3093.94	    3295.36	           	           	           	           	           	          0	   18568574	   18823052	   17153478	       0.00	           	           	
 2010/07/15	 3070.24	 3101.39	 3005.34	 3005.34	       17024576	    3060.89	    2994.80	    3077.71	    3281.32	           	           	           	           	           	          0	   17024576	   18991364	   17459716	       0.00	           	           	
 2010/07/16	 2980.78	 3028.86	 2952.67	 3022.45	       13720977	    3053.54	    3009.19	    3069.95	    3270.08	           	           	           	           	           	          0	   13720977	   17662660	   17074220	       0.00	           	           	
 2010/07/19	 2981.79	 3093.73	 2981.79	 3090.32	       16936492	    3052.47	    3032.29	    3061.33	    3259.28	           	           	           	           	           	          0	   16936492	   17003520	   17438286	       0.00	           	           	
 2010/07/20	 3095.84	 3180.46	 3095.58	 3180.46	       25471912	    3076.75	    3056.25	    3055.44	    3248.01	           	           	           	           	           	          0	   25471912	   18344506	   18379836	       0.00	           	           	
 2010/07/21	 3177.78	 3221.68	 3171.53	 3186.06	       24505142	    3096.93	    3076.32	    3050.02	    3236.49	           	           	           	           	           	          0	   24505142	   19531820	   19177436	       0.00	           	           	
 2010/07/22	 3173.42	 3241.87	 3173.42	 3241.87	       23389084	    3144.23	    3102.56	    3047.13	    3226.52	           	           	           	           	           	          0	   23389084	   20804720	   19898044	       0.00	           	           	
 2010/07/23	 3245.59	 3253.22	 3205.58	 3246.53	       23796010	    3189.05	    3121.29	    3047.17	    3216.67	           	           	           	           	           	          0	   23796010	   22819728	   20241194	       0.00	           	           	
 2010/07/26	 3254.40	 3288.14	 3238.65	 3288.14	       22559134	    3228.61	    3140.54	    3052.25	    3209.22	           	           	           	           	           	          0	   22559134	   23944256	   20473888	       0.00	           	           	
 2010/07/27	 3272.67	 3307.35	 3268.03	 3290.42	       22854912	    3250.60	    3163.68	    3066.86	    3202.26	           	           	           	           	           	          0	   22854912	   23420856	   20882682	       0.00	           	           	
 2010/07/28	 3281.66	 3360.65	 3276.85	 3360.65	       27711532	    3285.52	    3191.22	    3088.02	    3198.41	           	           	           	           	           	          0	   27711532	   24062134	   21796976	       0.00	           	           	
 2010/07/29	 3368.64	 3375.08	 3333.97	 3373.89	       28661020	    3311.93	    3228.08	    3111.44	    3197.02	           	           	           	           	           	          0	   28661020	   25116522	   22960620	       0.00	           	           	
 2010/07/30	 3358.15	 3382.02	 3328.87	 3371.91	       22876984	    3337.00	    3263.02	    3136.11	    3195.67	           	           	           	           	           	          0	   22876984	   24932716	   23876222	       0.00	           	           	
 2010/08/02	 3371.24	 3437.23	 3371.24	 3437.23	       27194560	    3366.82	    3297.72	    3165.01	    3193.40	           	           	           	           	           	          0	   27194560	   25859802	   24902028	       0.00	           	           	
 2010/08/03	 3443.23	 3457.31	 3387.04	 3387.04	       29879372	    3386.14	    3318.37	    3187.31	    3191.79	           	           	           	           	           	          0	   29879372	   27264694	   25342776	       0.00	           	           	
 2010/08/04	 3376.60	 3418.93	 3332.77	 3418.93	       25428426	    3397.80	    3341.66	    3208.99	    3191.63	           	           	           	           	           	          0	   25428426	   26808074	   25435106	       0.00	           	           	
